"","binomial"
"3927","Cleidion spiciflorum"
"3928","Cleidion sppNewcaldo1"
"3929","Cleidion vieillardii"
"3930","Cleistanthus carolinianus"
"3931","Cleistanthus gabonensis"
"3932","Cleistanthus letouzeyi"
"3933","Cleistanthus maingayi"
"3934","Cleistanthus michelsonii"
"3935","Cleistanthus mildbraedii"
"3936","Cleistanthus myrianthus"
"3937","Cleistanthus ripicola"
"3938","Cleistanthus sppGA1"
"3939","Cleistanthus sppGA2"
"3940","Cleistanthus sppGA3"
"3941","Cleistanthus sppNdakani1"
"3942","Cleistanthus sppTEAM1"
"3943","Cleistanthus sppTEAM2"
"3944","Cleistanthus stipitatus"
"3945","Cleistanthus venosus"
"3946","Cleistopholis glauca"
"3947","Cleistopholis patens"
"3948","Cleistopholis sppFPnet1"
"3949","Cleistopholis sppNdakani1"
"3950","Cleistopholis sppNdakani2"
"3951","Cleistopholis staudtii"
"3952","Clematis dioica"
"3953","Clematis granulata"
"3954","Clematis mauritiana"
"3955","Clematis sppCandamo1"
"3956","Clematis sppCedral1"
"3957","Clematis sppCerroesp1"
"3958","Clematis sppCuyas1"
"3959","Clematis sppHachimal1"
"3960","Clematis sppKennedy1"
"3961","Clematis sppPasochoa1"
"3962","Clematis sppSabanaru1"
"3963","Clematis sppUcumari1"
"3964","Cleome sppCedral1"
"3965","Clerodendron ulei"
"3966","Clerodendrum laevifolium"
"3967","Clerodendrum petunioides"
"3968","Clerodendrum sppMtcam1"
"3969","Clerodendrum sppNosymang1"
"3970","Clerodendrum sppPerinet1"
"3971","Clerodendrum sppPerinet2"
"3972","Clerodendrum sppTEAM1"
"3973","Clethra americana"
"3974","Clethra castaneifolia"
"3975","Clethra consimilis"
"3976","Clethra costaricensis"
"3977","Clethra cuneata"
"3978","Clethra fagifolia"
"3979","Clethra fimbriata"
"3980","Clethra laevigata"
"3981","Clethra macrostachya"
"3982","Clethra pedicellaris"
"3983","Clethra revoluta"
"3984","Clethra scabra"
"3985","Clethra sppChorrobl1"
"3986","Clethra sppFPnet1"
"3987","Clethra sppRAINFOR1"
"3988","Clethra sppSacram1"
"3989","Clethra sppSietecue1"
"3990","Clethra uleana"
"3991","Cleyera japonica"
"3992","Cleyera parvifolia"
"3993","Cleyera theoides"
"3994","Clibadium sppAnchicay1"
"3995","Clidemia caudata"
"3996","Clidemia hirta"
"3997","Clidemia piperifolia"
"3998","Clidemia septuplinervia"
"3999","Clidemia sppAntado1"
"4000","Clidemia sppAntado2"
"4001","Clidemia sppYanamtah1"
"4002","Clitandra cymulosa"
"4003","Clitoria fairchildiana"
"4004","Clitoria sppCueva1"
"4005","Clitoria sppDureno1"
"4006","Clitoria sppJenarohe1"
"4007","Clitoria sppLinhares1"
"4008","Clitoria sppManaure1"
"4009","Clitoria sppMiazi1"
"4010","Clusia alata"
"4011","Clusia amazonica"
"4012","Clusia biflora"
"4013","Clusia candelabrum"
"4014","Clusia clusioides"
"4015","Clusia columnaris"
"4016","Clusia congestiflora"
"4017","Clusia crenata"
"4018","Clusia cretosa"
"4019","Clusia criuva"
"4020","Clusia cruciata"
"4021","Clusia cylindrica"
"4022","Clusia decussata"
"4023","Clusia ducu"
"4024","Clusia ducuoides"
"4025","Clusia elliptica"
"4026","Clusia fockeana"
"4027","Clusia fructiangusta"
"4028","Clusia garcibarrigae"
"4029","Clusia gracilis"
"4030","Clusia grandiflora"
"4031","Clusia haughtii"
"4032","Clusia hydrogera"
"4033","Clusia leptanthera"
"4034","Clusia lineata"
"4035","Clusia loretensis"
"4036","Clusia mamillata"
"4037","Clusia minor"
"4038","Clusia multiflora"
"4039","Clusia myriandra"
"4040","Clusia nemorosa"
"4041","Clusia octopetala"
"4042","Clusia palmana"
"4043","Clusia palmicida"
"4044","Clusia peninsulae"
"4045","Clusia polyantha"
"4046","Clusia polystigma"
"4047","Clusia rosea"
"4048","Clusia salvinii"
"4049","Clusia sphaerocarpa"
"4050","Clusia sppAchupall1"
"4051","Clusia sppAchupall2"
"4052","Clusia sppAchupall3"
"4053","Clusia sppAchupall4"
"4054","Clusia sppAchupall5"
"4055","Clusia sppAllpahua1"
"4056","Clusia sppAllpahua2"
"4057","Clusia sppAllpahua3"
"4058","Clusia sppAllpahua4"
"4059","Clusia sppAlterdoc1"
"4060","Clusia sppAltodemi1"
"4061","Clusia sppAltodemi2"
"4062","Clusia sppAltodemi3"
"4063","Clusia sppAltosapa1"
"4064","Clusia sppAltosapa2"
"4065","Clusia sppAltosapa3"
"4066","Clusia sppAnchicay1"
"4067","Clusia sppAnchicay2"
"4068","Clusia sppAntado1"
"4069","Clusia sppAntado2"
"4070","Clusia sppAntado3"
"4071","Clusia sppAntado4"
"4072","Clusia sppAraracua1"
"4073","Clusia sppAraracua2"
"4074","Clusia sppAraracua3"
"4075","Clusia sppArcating1"
"4076","Clusia sppArcating2"
"4077","Clusia sppArcating3"
"4078","Clusia sppBelem1"
"4079","Clusia sppBilsa1"
"4080","Clusia sppBoraceia1"
"4081","Clusia sppCabezade1"
"4082","Clusia sppCamorin1"
"4083","Clusia sppCampano1"
"4084","Clusia sppCampano2"
"4085","Clusia sppCandamo1"
"4086","Clusia sppCandamo2"
"4087","Clusia sppCarpanta1"
"4088","Clusia sppCarpanta2"
"4089","Clusia sppCarpanta3"
"4090","Clusia sppCarpanta4"
"4091","Clusia sppConstanc1"
"4092","Clusia sppConstanc2"
"4093","Clusia sppConstanc3"
"4094","Clusia sppCuangos1"
"4095","Clusia sppCuangos2"
"4096","Clusia sppCuangos3"
"4097","Clusia sppCuangos4"
"4098","Clusia sppCuevas1"
"4099","Clusia sppCuevas2"
"4100","Clusia sppCutervo1"
"4101","Clusia sppDureno1"
"4102","Clusia sppFPnet1"
"4103","Clusia sppFarall1"
"4104","Clusia sppFincaz1"
"4105","Clusia sppGT1"
"4106","Clusia sppHuamani1"
"4107","Clusia sppJatunsac1"
"4108","Clusia sppKennedy1"
"4109","Clusia sppMaquipuc1"
"4110","Clusia sppMaquipuc2"
"4111","Clusia sppMiazi1"
"4112","Clusia sppMiazi2"
"4113","Clusia sppMiazi3"
"4114","Clusia sppMishnfl1"
"4115","Clusia sppMishws1"
"4116","Clusia sppMurri1"
"4117","Clusia sppNangarit1"
"4118","Clusia sppRAINFOR1"
"4119","Clusia sppRiomanso1"
"4120","Clusia sppRiomanso2"
"4121","Clusia sppRiomanso3"
"4122","Clusia sppRionegro1"
"4123","Clusia sppSCA1"
"4124","Clusia sppSabanaru1"
"4125","Clusia sppSaul1"
"4126","Clusia sppSaul2"
"4127","Clusia sppShiringa1"
"4128","Clusia sppShiringa2"
"4129","Clusia sppSietecue1"
"4130","Clusia sppSietecue2"
"4131","Clusia sppSucusari1"
"4132","Clusia sppTEAM1"
"4133","Clusia sppTutunend1"
"4134","Clusia sppUcumari1"
"4135","Clusia sppVE1"
"4136","Clusia sppVE2"
"4137","Clusia sppVencer1"
"4138","Clusia sppVencer2"
"4139","Clusia stenophylla"
"4140","Clusia trochiformis"
"4141","Clusia uvitana"
"4142","Clusia vaginata"
"4143","Clusia valerii"
"4144","Clusia veneralensis"
"4145","Clusia viscida"
"4146","Clusia volubilis"
"4147","Clusia weberbaueri"
"4148","Clusiaceae sppNC1"
"4149","Clusiella macropetala"
"4150","Clytostoma binatum"
"4151","Clytostoma campanulatum"
"4152","Clytostoma pterocalyx"
"4153","Clytostoma pubescens"
"4154","Clytostoma sciuripabulum"
"4155","Clytostoma uleanum"
"4156","Cnestidium rufescens"
"4157","Cnestidium sppBelem1"
"4158","Cnestis corniculata"
"4159","Cnestis glabra"
"4160","Cnestis polyphylla"
"4161","Cnicothamnus lorentzii"
"4162","Cnidoscolus sppManaure1"
"4163","Cnidoscolus vitifolius"
"4164","Coccoloba acapulcensis"
"4165","Coccoloba acuminata"
"4166","Coccoloba alnifolia"
"4167","Coccoloba arborescens"
"4168","Coccoloba argentinensis"
"4169","Coccoloba barbadensis"
"4170","Coccoloba caracasana"
"4171","Coccoloba caurana"
"4172","Coccoloba colombiana"
"4173","Coccoloba confusa"
"4174","Coccoloba cordata"
"4175","Coccoloba coronata"
"4176","Coccoloba cozumelensis"
"4177","Coccoloba densifrons"
"4178","Coccoloba diversifolia"
"4179","Coccoloba excelsa"
"4180","Coccoloba fallax"
"4181","Coccoloba ilheensis"
"4182","Coccoloba krugii"
"4183","Coccoloba latifolia"
"4184","Coccoloba lehmannii"
"4185","Coccoloba lepidota"
"4186","Coccoloba lindaviana"
"4187","Coccoloba manzanillensis"
"4188","Coccoloba manzinellensis"
"4189","Coccoloba marginata"
"4190","Coccoloba martii"
"4191","Coccoloba microstachya"
"4192","Coccoloba mollis"
"4193","Coccoloba obovata"
"4194","Coccoloba ochreolata"
"4195","Coccoloba padiformis"
"4196","Coccoloba paraensis"
"4197","Coccoloba parimensis"
"4198","Coccoloba peruviana"
"4199","Coccoloba polystachya"
"4200","Coccoloba pubescens"
"4201","Coccoloba pyrifolia"
"4202","Coccoloba reflexiflora"
"4203","Coccoloba rugosa"
"4204","Coccoloba sintenisii"
"4205","Coccoloba spicata"
"4206","Coccoloba sppAnchicay1"
"4207","Coccoloba sppAntado1"
"4208","Coccoloba sppAraracua1"
"4209","Coccoloba sppAraracua2"
"4210","Coccoloba sppBOi1"
"4211","Coccoloba sppBRi1"
"4212","Coccoloba sppBilsa1"
"4213","Coccoloba sppCalima1"
"4214","Coccoloba sppCandamo1"
"4215","Coccoloba sppCarajas1"
"4216","Coccoloba sppCentinel1"
"4217","Coccoloba sppCentinel2"
"4218","Coccoloba sppCochacas1"
"4219","Coccoloba sppCochacas2"
"4220","Coccoloba sppColorado1"
"4221","Coccoloba sppColorado2"
"4222","Coccoloba sppColorado3"
"4223","Coccoloba sppConstanc1"
"4224","Coccoloba sppConstanc2"
"4225","Coccoloba sppCuangos1"
"4226","Coccoloba sppDucke1"
"4227","Coccoloba sppDucke2"
"4228","Coccoloba sppEsmerald1"
"4229","Coccoloba sppFPnet1"
"4230","Coccoloba sppGF1"
"4231","Coccoloba sppHuamani1"
"4232","Coccoloba sppHumboldt1"
"4233","Coccoloba sppJatunsac1"
"4234","Coccoloba sppLagenoa1"
"4235","Coccoloba sppLaplanad1"
"4236","Coccoloba sppLaselva1"
"4237","Coccoloba sppLinhares1"
"4238","Coccoloba sppLinhares2"
"4239","Coccoloba sppMadidi1"
"4240","Coccoloba sppMadidiri1"
"4241","Coccoloba sppMadidiri2"
"4242","Coccoloba sppMagsasay1"
"4243","Coccoloba sppManaure1"
"4244","Coccoloba sppMishnfl1"
"4245","Coccoloba sppMogote1"
"4246","Coccoloba sppMogote2"
"4247","Coccoloba sppMurri1"
"4248","Coccoloba sppNangarit1"
"4249","Coccoloba sppProviden1"
"4250","Coccoloba sppProviden2"
"4251","Coccoloba sppProviden3"
"4252","Coccoloba sppProviden4"
"4253","Coccoloba sppProviden5"
"4254","Coccoloba sppRAINFOR1"
"4255","Coccoloba sppRiomanso1"
"4256","Coccoloba sppRiomanso2"
"4257","Coccoloba sppRiomanso3"
"4258","Coccoloba sppRionegro1"
"4259","Coccoloba sppRiotavar1"
"4260","Coccoloba sppRiotavar2"
"4261","Coccoloba sppRiotavar3"
"4262","Coccoloba sppSCA1"
"4263","Coccoloba sppSCA2"
"4264","Coccoloba sppSCA3"
"4265","Coccoloba sppSaul1"
"4266","Coccoloba sppShiringa1"
"4267","Coccoloba sppTEAM1"
"4268","Coccoloba sppTamboall1"
"4269","Coccoloba sppTutunend1"
"4270","Coccoloba sppYanam11"
"4271","Coccoloba swartzii"
"4272","Coccoloba tenuiflora"
"4273","Coccoloba tuerckheimii"
"4274","Coccoloba venosa"
"4275","Coccoloba warmingii"
"4276","Coccoloba williamsii"
"4277","Coccothrinax argentata"
"4278","Coccothrinax barbadensis"
"4279","Cochlospermum orinocense"
"4280","Cochlospermum vitifolium"
"4281","Cocos nucifera"
"4282","Codia discolor"
"4283","Codia jaffrei"
"4284","Codiaeum peltatum"
"4285","Coelocaryon botryoides"
"4286","Coelocaryon cuneatum"
"4287","Coelocaryon oxycarpum"
"4288","Coelocaryon preussii"
"4289","Coelocaryon sppFPnet1"
"4290","Coelospermum sppNewcaldo1"
"4291","Coelospermum sppNewcaldo2"
"4292","Coffea arabica"
"4293","Coffea brevipes"
"4294","Coffea liberica"
"4295","Coffea mangoroensis"
"4296","Coffea perrieri"
"4297","Coffea sppCampano1"
"4298","Coffea sppGA1"
"4299","Coffea sppGAB1"
"4300","Coffea sppLR1"
"4301","Coffea sppMtcam1"
"4302","Coffea sppPerinet1"
"4303","Coffea sppPerinet2"
"4304","Coffea sppPugu1"
"4305","Coffea sppPugu2"
"4306","Cojoba arborea"
"4307","Cola acuminata"
"4308","Cola altissima"
"4309","Cola ballayi"
"4310","Cola boxiana"
"4311","Cola buntingii"
"4312","Cola caricifolia"
"4313","Cola cauliflora"
"4314","Cola chlamydantha"
"4315","Cola chlamydocola"
"4316","Cola congolana"
"4317","Cola cordifolia"
"4318","Cola dendropanax"
"4319","Cola discoglypremnophylla"
"4320","Cola duparquetiana"
"4321","Cola edulis"
"4322","Cola ficifolia"
"4323","Cola flaviflora"
"4324","Cola flavovelutina"
"4325","Cola gigantea"
"4326","Cola grandiflora"
"4327","Cola greenwayi"
"4328","Cola griseiflora"
"4329","Cola heterophylla"
"4330","Cola hippocritisia"
"4331","Cola lateritia"
"4332","Cola laurentii"
"4333","Cola lepidota"
"4334","Cola lissachensis"
"4335","Cola mahoundensis"
"4336","Cola marsupium"
"4337","Cola mayimbensis"
"4338","Cola megalophylla"
"4339","Cola microcarpa"
"4340","Cola nitida"
"4341","Cola oblonga"
"4342","Cola pachycarpa"
"4343","Cola praeacuta"
"4344","Cola ricinifolia"
"4345","Cola robusta"
"4346","Cola rostrata"
"4347","Cola sciaphila"
"4348","Cola semecarpophylla"
"4349","Cola sppBanyong1"
"4350","Cola sppBanyong2"
"4351","Cola sppBanyong3"
"4352","Cola sppBanyong4"
"4353","Cola sppBanyong5"
"4354","Cola sppBanyong6"
"4355","Cola sppCM1"
"4356","Cola sppFPnet1"
"4357","Cola sppGA1"
"4358","Cola sppGentry1"
"4359","Cola sppNdakanni1"
"4360","Cola sppPande1"
"4361","Cola sppPugu1"
"4362","Cola sppPugu2"
"4363","Cola sppPugu3"
"4364","Cola sppSL1"
"4365","Cola sppSLE1"
"4366","Cola sppTEAM1"
"4367","Cola sppTEAM2"
"4368","Cola verticillata"
"4369","Colea lantziana"
"4370","Colea sppNosymang1"
"4371","Colea sppNosymang2"
"4372","Colea sppPerinet1"
"4373","Colignonia parviflora"
"4374","Colletoecema dewevrei"
"4375","Colletoecema sppFPnet1"
"4376","Colona scabra"
"4377","Colubrina arborescens"
"4378","Colubrina articulata"
"4379","Colubrina glandulosa"
"4380","Colubrina spinosa"
"4381","Colubrina sppTEAM1"
"4382","Columnea sppMaquipuc1"
"4383","Combretaceae sppGF1"
"4384","Combretum assimile"
"4385","Combretum bracteatum"
"4386","Combretum carringtonianum"
"4387","Combretum decandrum"
"4388","Combretum fruticosum"
"4389","Combretum laxum"
"4390","Combretum molle"
"4391","Combretum oyemense"
"4392","Combretum pavonii"
"4393","Combretum racemosum"
"4394","Combretum sordidum"
"4395","Combretum spinosum"
"4396","Combretum sppAllpahua1"
"4397","Combretum sppAllpahua2"
"4398","Combretum sppCamorin1"
"4399","Combretum sppCandamo1"
"4400","Combretum sppCarajas1"
"4401","Combretum sppCarajas2"
"4402","Combretum sppCarajas3"
"4403","Combretum sppCentinel1"
"4404","Combretum sppChaquima1"
"4405","Combretum sppChaquima2"
"4406","Combretum sppColorado1"
"4407","Combretum sppEsmerald1"
"4408","Combretum sppHuamani1"
"4409","Combretum sppIndiana1"
"4410","Combretum sppJatunsac1"
"4411","Combretum sppKorup1"
"4412","Combretum sppKorup2"
"4413","Combretum sppKorup3"
"4414","Combretum sppLinhares1"
"4415","Combretum sppLinhares2"
"4416","Combretum sppMadidi1"
"4417","Combretum sppMadidi2"
"4418","Combretum sppMadidi3"
"4419","Combretum sppMadidiri1"
"4420","Combretum sppMadidiri2"
"4421","Combretum sppMiazi1"
"4422","Combretum sppNdakani1"
"4423","Combretum sppNdakani2"
"4424","Combretum sppNdakani3"
"4425","Combretum sppNdakanni1"
"4426","Combretum sppNdakanni2"
"4427","Combretum sppNdakanni3"
"4428","Combretum sppNdakanni4"
"4429","Combretum sppNosymang1"
"4430","Combretum sppNosymang2"
"4431","Combretum sppNosymang3"
"4432","Combretum sppNuevomun1"
"4433","Combretum sppPE1"
"4434","Combretum sppPande1"
"4435","Combretum sppPande2"
"4436","Combretum sppPande3"
"4437","Combretum sppPande4"
"4438","Combretum sppPande5"
"4439","Combretum sppPande6"
"4440","Combretum sppPasoh301"
"4441","Combretum sppPasoh302"
"4442","Combretum sppPasoh401"
"4443","Combretum sppPasoh402"
"4444","Combretum sppPersever1"
"4445","Combretum sppPersever2"
"4446","Combretum sppPugu1"
"4447","Combretum sppPugu2"
"4448","Combretum sppPugu3"
"4449","Combretum sppPugu4"
"4450","Combretum sppRioheath1"
"4451","Combretum sppRioheath2"
"4452","Combretum sppRionegro1"
"4453","Combretum sppRiotavar1"
"4454","Combretum sppRiotavar2"
"4455","Combretum sppRiotavar3"
"4456","Combretum sppShiringa1"
"4457","Combretum sppTahuampa1"
"4458","Combretum sppTambo1"
"4459","Combretum sppTamboall1"
"4460","Combretum sppTambupl1"
"4461","Combretum sppVarirata1"
"4462","Combretum sppYanamtah1"
"4463","Combretum sppYanamtah2"
"4464","Combretum vernicosum"
"4465","Comiphyton gabonense"
"4466","Commersonia bartramia"
"4467","Commiphora fulvotomentosa"
"4468","Comocladia dodonaea"
"4469","Comocladia glabra"
"4470","Compsoneura atopa"
"4471","Compsoneura capitellata"
"4472","Compsoneura cuatrecasasii"
"4473","Compsoneura excelsa"
"4474","Compsoneura mexicana"
"4475","Compsoneura mutisii"
"4476","Compsoneura sppAllpahua1"
"4477","Compsoneura sppAnchicay1"
"4478","Compsoneura sppCarajas1"
"4479","Compsoneura sppConstanc1"
"4480","Compsoneura sppRAINFOR1"
"4481","Compsoneura sprucei"
"4482","Compsoneura ulei"
"4483","Comptonella drupacea"
"4484","Comptonella microcarpa"
"4485","Comptonella oreophila"
"4486","Conandrium sppGentry1"
"4487","Conceveiba africana"
"4488","Conceveiba guianensis"
"4489","Conceveiba martiana"
"4490","Conceveiba maynasensis"
"4491","Conceveiba pleiostemona"
"4492","Conceveiba rhytidocarpa"
"4493","Conceveiba sppConstanc1"
"4494","Conceveiba sppFPnet1"
"4495","Conceveiba sppGA1"
"4496","Conceveiba sppGF1"
"4497","Conceveiba sppRAINFOR1"
"4498","Conceveiba sppRioheath1"
"4499","Conceveiba sppYanam11"
"4500","Conceveiba terminalis"
"4501","Conchocarpus pentandrus"
"4502","Condalia buxifolia"
"4503","Condalia weberbaueri"
"4504","Condaminea corymbosa"
"4505","Condylocarpon sppJejuimi1"
"4506","Connaraceae sppPalanan1"
"4507","Connarus culionensis"
"4508","Connarus detersus"
"4509","Connarus erianthus"
"4510","Connarus fasciculatus"
"4511","Connarus femaginens"
"4512","Connarus griffonianus"
"4513","Connarus panamensis"
"4514","Connarus patrisii"
"4515","Connarus perrottetii"
"4516","Connarus pickeringii"
"4517","Connarus punctatus"
"4518","Connarus sppCalabate1"
"4519","Connarus sppCandamo1"
"4520","Connarus sppCarajas1"
"4521","Connarus sppCarajas2"
"4522","Connarus sppConstanc1"
"4523","Connarus sppIndiana1"
"4524","Connarus sppManaus1"
"4525","Connarus sppNadugani1"
"4526","Connarus sppPasoh301"
"4527","Connarus sppPasoh302"
"4528","Connarus sppPasoh303"
"4529","Connarus sppPasoh401"
"4530","Connarus sppRioheath1"
"4531","Connarus sppTamblat21"
"4532","Connarus sppTambupl1"
"4533","Conocarpus erectus"
"4534","Conostegia bracteata"
"4535","Conostegia formosa"
"4536","Conostegia lasiopoda"
"4537","Conostegia montana"
"4538","Conostegia pittieri"
"4539","Conostegia rubiginosa"
"4540","Conostegia speciosa"
"4541","Conostegia sppBilsa1"
"4542","Conostegia sppCuangos1"
"4543","Conostegia sppRiopal21"
"4544","Conostegia sppRiopal22"
"4545","Conostegia sppTEAM1"
"4546","Conostegia sppYanamtah1"
"4547","Convolvulus sppConstanc1"
"4548","Copaifera aromatica"
"4549","Copaifera duckei"
"4550","Copaifera guianensis"
"4551","Copaifera guyanensis"
"4552","Copaifera langsdorffii"
"4553","Copaifera langsdorfii"
"4554","Copaifera lucens"
"4555","Copaifera martii"
"4556","Copaifera mildbraedii"
"4557","Copaifera multijuga"
"4558","Copaifera paupera"
"4559","Copaifera religiosa"
"4560","Copaifera reticulata"
"4561","Copaifera salikounda"
"4562","Copaifera sppAlterdoc1"
"4563","Copaifera sppBOi1"
"4564","Copaifera sppCamorin1"
"4565","Copaifera sppCuzcoama1"
"4566","Copaifera sppFPnet1"
"4567","Copaifera sppLinhares1"
"4568","Copaifera sppRAINFOR1"
"4569","Copaifera sppSCA1"
"4570","Copaifera sppTEAM1"
"4571","Copaifera trapezifolia"
"4572","Coprosma longifolia"
"4573","Coprosma montana"
"4574","Coprosma ochracea"
"4575","Coprosma rhynchocarpa"
"4576","Coprosma sppUS1"
"4577","Coptosapelta diffusa"
"4578","Cordemoya integrifolia"
"4579","Cordia abyssinica"
"4580","Cordia acutifolia"
"4581","Cordia africana"
"4582","Cordia alliodora"
"4583","Cordia americana"
"4584","Cordia appendiculata"
"4585","Cordia aspera"
"4586","Cordia bicolor"
"4587","Cordia borinquensis"
"4588","Cordia buddleoides"
"4589","Cordia caffra"
"4590","Cordia collococca"
"4591","Cordia correae"
"4592","Cordia croatii"
"4593","Cordia cylindrostachya"
"4594","Cordia dichotoma"
"4595","Cordia dodecandra"
"4596","Cordia dwyeri"
"4597","Cordia ecalycilata"
"4598","Cordia ecalyculata"
"4599","Cordia exaltata"
"4600","Cordia fallax"
"4601","Cordia fusca"
"4602","Cordia gerascanthus"
"4603","Cordia glabrifolia"
"4604","Cordia grandis"
"4605","Cordia hatschbachii"
"4606","Cordia hebeclada"
"4607","Cordia iguaguana"
"4608","Cordia laevifrons"
"4609","Cordia laevigata"
"4610","Cordia lasiocalyx"
"4611","Cordia lomatoloba"
"4612","Cordia lucidula"
"4613","Cordia macrantha"
"4614","Cordia magnoliifolia"
"4615","Cordia megalantha"
"4616","Cordia mexiana"
"4617","Cordia millenii"
"4618","Cordia nervosa"
"4619","Cordia nodosa"
"4620","Cordia panamensis"
"4621","Cordia platythyrsa"
"4622","Cordia porcata"
"4623","Cordia rickseckeri"
"4624","Cordia ripicola"
"4625","Cordia sagotii"
"4626","Cordia scabrifolia"
"4627","Cordia sebestena"
"4628","Cordia sellowiana"
"4629","Cordia sericicalyx"
"4630","Cordia silvestris"
"4631","Cordia spinescens"
"4632","Cordia sppAntado1"
"4633","Cordia sppAraracua1"
"4634","Cordia sppBRi1"
"4635","Cordia sppBerbicer1"
"4636","Cordia sppBilsa1"
"4637","Cordia sppCampinas1"
"4638","Cordia sppCandamo1"
"4639","Cordia sppCerroayp1"
"4640","Cordia sppCuangos1"
"4641","Cordia sppDucke1"
"4642","Cordia sppFPnet1"
"4643","Cordia sppFarall1"
"4644","Cordia sppGF1"
"4645","Cordia sppGT1"
"4646","Cordia sppGentry1"
"4647","Cordia sppHachimal1"
"4648","Cordia sppLaraya1"
"4649","Cordia sppLaraya2"
"4650","Cordia sppLaraya3"
"4651","Cordia sppLaselva1"
"4652","Cordia sppMX1"
"4653","Cordia sppMadidi1"
"4654","Cordia sppManaus1"
"4655","Cordia sppMaquipuc1"
