"","ID_AE","U","Unit_U","V","Unit_V","W","Unit_W","X","Unit_X","Z","Unit_Z","Min_X","Max_X","Min_Z","Max_Z","Output","Output_TR","Unit_Y","Age","Veg_Component","Equation","Substitute_equation","Top_dob","Stump_height","R2","R2_Adjusted","RMSE","SEE","Corrected_for_bias","Bias_correction","Ratio_equation","Segmented_equation","Sample_size","Population","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Vegetation_type","Tree_type","Location","Region","Country","Country_3166_3","Continent","Zone_FAO","Zone_Holdridge","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Latitude","Longitude","Family","Genus","Species","Subspecies","Species_author","Species_local_name","Species_local_name_iso","Species_local_name_latin","Reference_author","Reference_year","Reference","Operator","Contributor","Remark","Contact"
"11",36854,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass","log","kg",NA,"Total tree biomass","#NAME?","#NAME?",NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA,"6","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"Tree","Between the Stirling Ranges and Fitzgerald River National Parks",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.156019,118.74983,"Myrtaceae","Eucalyptus","flocktoniae",NA,NA,NA,NA,NA,"Jonson, J. H. and D. Freudenberger",2011,"Jonson, J. H. and D. Freudenberger (2011). ""Restore and sequester: Estimating biomass in native Australian woodland ecosystems for their carbon-funded restoration."" Australian Journal of Botany 59(7): 639-652","Anatoli Poultouchidou","UN-REDD",NA,NA
"12",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"13",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"14",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"15",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"16",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"17",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"18",36865,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,25,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.02,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","calycogona",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"19",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Leos",NA,"Australia","AUS","Oceania","Temperate oceanic forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-37.8381,147.7582,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"20",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Strathearn",NA,"Australia","AUS","Oceania","Temperate mountain system","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate broadleaf and mixed forests",NA,-35.0485,149.2325,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"21",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moir",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-34.2809,118.182,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"22",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Jenharwill",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.3958,144.4304,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"23",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Gumbinnen",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate thorn steppe","Temperate grasslands","Temperate grasslands, savannas, and shrublands",NA,-36.2447,141.8148,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"24",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Moorland",NA,"Australia","AUS","Oceania","Subtropical steppe","Warm temperate dry forest","Evergreen Sclerophyllous forests","Temperate grasslands, savannas, and shrublands",NA,-35.33545,139.6334,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"25",36866,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,15,NA,NA,"Biomass","log","kg tree -1",NA,"Above-ground biomass","#NAME?","#NAME?",NA,NA,NA,NA,NA,NA,TRUE,1.01,NA,NA,"25","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","McFall",NA,"Australia","AUS","Oceania","Subtropical dry forest","Warm temperate dry forest","Evergreen Sclerophyllous forests","Mediterranean scrub",NA,-33.73,117.325,"Myrtaceae","Eucalyptus","argophloia",NA,NA,NA,NA,NA,"Paul, K. I., S. H. Roxburgh, et al.",2013,"Paul, K. I., S. H. Roxburgh, et al. (2013). ""Development and testing of allometric equations for estimating above-ground biomass of mixed-species environmental plantings."" Forest Ecology and Management 310(0): 483-494.","Anatoli Poultouchidou","UN-REDD",NA,NA
"26",36882,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,3.4,16.2,NA,NA,"Biomass","log","kg",NA,"Aboveground biomass","(-2.89)+(2.62*(log(X))","(-2.89)+(2.62*(log((DBH)))",NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,"20","Individual",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Kalimantan Timur",NA,"Indonesia","IDN","Asia","Tropical rainforest","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,1.05,116.3166667,"Verbenaceae","Geunsia","pentandra",NA,NA,NA,NA,NA,"Hashimoto, T. et al",2004,"Krisnawati, H., W. C. Adinugroho and R. Imanuddin (2012). Monograph Allometric Models for Estimating Tree Biomass at Vrious Forest Ecosystem Types in Indonesia. Bogor, Indonesia, Research and Development Center for Conservation and Rehabilitation,  Forestry Research and Development Agency, Ministry of Forestry.","Mohamad Danial","FRIM",NA,NA
"27",36887,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass","log","kg","8.8","Bark,Branches,Leaves,Stump and Trunk","(-2.92071)+2.681800*(log(X^(1)))","log Biomass=(-2.92071)+2.681800*(log((DBH)^(1)))",NA,NA,0.98,NA,NA,0.179,NA,NA,NA,NA,"19","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Thiruvazhamkunnu, Palakkad",NA,"India","IND","Asia","Tropical rainforest","Tropical moist forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,11.03607,76.36604,"Fabaceae - Mimosoideae","Paraserianthes","falcataria",NA,NA,NA,NA,NA,"Kumar, B.M., George, S.J., Jamaludheen, V. & Suresh, T.K.",1998,"Kumar, B.M., George, S.J., Jamaludheen, V. & Suresh, T.K. 1998. Comparison of biomass production , tree allometry and nutrient use efficiency of multipurpose trees grown in woodlot and silvopastoral experiments in Kerala , India. Forest Ecology and Management, 112: 145?163.","Rini George","KFRI",NA,NA
"28",36890,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,6,180,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.10649*X^(2.5759)","Biomass=0.10649*(DBH)^(2.5759)",NA,NA,NA,NA,1080,NA,NA,NA,NA,NA,"22","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Boi Tano",NA,"Ghana","GHA","Africa","Tropical rainforest","Tropical moist forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,5.4091,-2.6461,"Mucoraceae","Tieghemella","heckelii",NA,NA,NA,NA,NA,"Henry M., Besnard A. et al.",2010,"Henry, M., Besnard, A., Asante, W.A., Eshun, J., Adu-Bredu, S., Valentini, R., Bernoux, M. and Saint-Andre, L. 2010. Wood density, phytomass variations within and among trees, and allometric equations in a tropical rainforest of Africa. Forest Ecology and Management 260: 1375-1388.","Luca Birigazzi","UNREDD",NA,NA
"29",36895,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,95,NA,NA,"Biomass",NA,"kg",NA,"Above ground","0.1054*X^(2.4809)","Biomass=0.1054*(DBH)^(2.4809)",NA,0.3,0.95,NA,397.98,NA,NA,NA,NA,NA,"40","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Tabora",NA,"United Republic of Tanzania","TZA","Africa","Tropical dry forest","Subtropical dry forest","Tropical dry forests / Woodlands","Tropical and subtropical grasslands, savannas, and shrublands",NA,-5.3,32.9667,"Unknown","All","All",NA,NA,NA,NA,NA,"Mugasha, W. A., Eid, T., et al.",2013,"Mugasha, W. A., Eid, T., Bollandsås, O. M., Malimbwi, R. E., Chamshama, S. A. O., Zahabu, E. and Katani, J. Z. 2013. Allometric models for prediction of above- and belowground biomass of trees in the miombo woodlands of Tanzania. Forest Ecology and Management 310: 87 – 101.","Vincent G. Vyamana","FAO-Tanzania",NA,NA
"30",36926,NA,NA,NA,NA,NA,NA,"C","mm",NA,NA,NA,NA,NA,NA,"Biomass","Log","g","28","Total aboveground biomass","#NAME?","-4.861+2.549*log((C))",NA,NA,0.946,NA,0.121,NA,NA,NA,NA,NA,"7","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Monthermé",NA,"France","FRA","Europe","Temperate oceanic forest","Cool temperate moist forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,49.89375,4.73093,"Unknown","All","unknown",NA,NA,NA,NA,NA,"Ranger et al.",1981,"Ranger, J., Nys, C., Ranger, D. 1981. Etude comparative de deux écosystèmes forestiers feuillus et résineux des Ardennes primaires françaises. I.-Biomasse aérienne du taillis sous futaie. Annals of Forest Science 38(2): 259-282","Veronique Monnier","INRA",NA,NA
"31",36958,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,4,26,NA,NA,"Biomass","log","kg",NA,"Whole tree (aboveground)","#NAME?","log Biomass=-2.474+0*(DBH)+2.555*(LOG((DBH)^(1)))",NA,0,0.974,NA,NA,NA,TRUE,1.006,NA,NA,"21","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Entrprise Forest, Wisconsin",NA,"United States","USA","North America","Temperate continental forest","Cool temperate moist forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,45.4972,-89.2585,"Betulaceae","Betula","papyrifera",NA,NA,NA,NA,NA,"Crow",1976,"Crow; T; 1976; Biomass and production regressions for trees and woody shrubs common to the Enterprise Forest; In; Zavitkovski; J; ed; The Enterprise radiation forest; Radioecological studies; Rep; TID-26113-P2; Washington; DC; U;S; Energy Research and De","Luca Birigazzi","UNREDD",NA,NA
"32",36987,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.3944*(X^2.0568)","0.3944*((DBH)^2.0568)",NA,NA,0.9032,NA,NA,NA,NA,NA,NA,NA,"10","Individual",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Jawa Barat",NA,"Indonesia","IDN","Asia","Tropical mountain system","Subtropical wet forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,-7.09,107.67,"Fabaceae","Acacia","mangium",NA,NA,NA,NA,NA,"Miyakuni et al.",2004,"Miyakuni, K., I. Heriansyah, N. M. Heriyanto and Y. Kiyono (2004). ""Allometric biomass equations, biomas expansion factors and root-to-shoot ratios of planted Acacia mangium Willd. Forests in West Java, Indonesia."" Japan Society of Forest Planning 10: 69-76.","Muhammad Faiz","FRIM",NA,NA
"33",36996,NA,NA,NA,NA,NA,NA,"DBH","mm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"g","1 year","Total biomass","19.98953*(X^2.28656)","19.98953*((DBH)^2.28656)",NA,NA,0.93423,NA,NA,NA,NA,NA,NA,NA,"265","Individual",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Tekai Forest Reserve, Pahang",NA,"Malaysia","MYS","Asia","Tropical rainforest","Tropical moist forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,4.17,102.25,"Dipterocarpaceae","Shorea","leprosula",NA,NA,NA,NA,NA,"Ika Heriansyah et al.",2013,"Heriansyah, I., H. Abdul Hamid, A. Ainudin Nuruddin, A. Abdu and S. Ibrahim (2013). Measuring the Short-term Success of Hill Dipterocarp Forest Restoration: The Use of Organic Materials.","Mohamad Danial","FRIM","Total biomass with combination 75.00%",NA
"34",36997,NA,NA,NA,NA,NA,NA,"DBH","mm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"g","1 year","Total biomass","19.85290*(X^2.32607)","19.85290*((DBH)^2.32607)",NA,NA,0.93576,NA,NA,NA,NA,NA,NA,NA,"265","Individual",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Tree","Tekai Forest Reserve, Pahang",NA,"Malaysia","MYS","Asia","Tropical rainforest","Tropical moist forest","Tropical humid forests","Tropical and subtropical moist broadleaf forests",NA,4.17,102.25,"Dipterocarpaceae","Shorea","leprosula",NA,NA,NA,NA,NA,"Ika Heriansyah et al.",2013,"Heriansyah, I., H. Abdul Hamid, A. Ainudin Nuruddin, A. Abdu and S. Ibrahim (2013). Measuring the Short-term Success of Hill Dipterocarp Forest Restoration: The Use of Organic Materials.","Mohamad Danial","FRIM","Total biomass with mesocarp 75.00%",NA
"35",36998,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,35,NA,NA,"Biomass",NA,"kg",NA,"Whole tree (aboveground)","#NAME?","Biomass=-19.78931+(4.01599*(DBH))-0.05686*((DBH)^(2))+0.00744*((DBH)^(3))",NA,0,0.89,NA,NA,NA,NA,0,NA,NA,"55","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree",NA,NA,"Canada","CAN","North America","Boreal coniferous forest","Boreal moist forest","Temperate needle-leaf forests / Woodlands","Boreal forest/taigas",NA,57.575924,-103.345058,"Salicaceae","Populus","balsamifera",NA,NA,NA,NA,NA,"Singh",1984,"Singh; K; P;  Misra; R; 1979; Structure and function of natural; modified; and silvicultural ecosystems in Uttar Pradesh; Varanasi; Final Tech Report (1975-1978) Man and the Biosphere (MAB) Research Project;","Luca Birigazzi","UNREDD",NA,NA
"36",37005,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,10,NA,NA,"Biomass","log","kg",NA,"Whole tree (aboveground)","#NAME?","log Biomass=-2.683+0*(DBH)+2.438*(LOG((DBH)^(1)))",NA,0,0.94,NA,NA,NA,TRUE,0,NA,NA,"18","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Kilohana, Lihue , island of Kauai",NA,"United States","USA","North America","Tropical rainforest","Cool temperate moist forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,22.001,-159.4302,"Myrtaceae","Eucalyptus","grandis",NA,NA,NA,NA,NA,"Dudley and Fownes",1992,"Dudley; N;  Fownes; J; 1992; Preliminary biomass equations for eight species of fast-growing tropical trees; Journal of Tropical Forest Science; 5; 68-73;","Luca Birigazzi","UNREDD",NA,NA
"37",37005,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,10,NA,NA,"Biomass","log","kg",NA,"Whole tree (aboveground)","#NAME?","log Biomass=-2.683+0*(DBH)+2.438*(LOG((DBH)^(1)))",NA,0,0.94,NA,NA,NA,TRUE,0,NA,NA,"18","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Mountain View, Puna district 30 km southwest of Hilo , Hawaii island",NA,"United States","USA","North America","Tropical rainforest","Subtropical moist forest","Mixed island systems","Tropical and subtropical moist broadleaf forests",NA,19.4412,-155.0916,"Myrtaceae","Eucalyptus","grandis",NA,NA,NA,NA,NA,"Dudley and Fownes",1992,"Dudley; N;  Fownes; J; 1992; Preliminary biomass equations for eight species of fast-growing tropical trees; Journal of Tropical Forest Science; 5; 68-73;","Luca Birigazzi","UNREDD",NA,NA
"38",37020,NA,NA,NA,NA,NA,NA,"C","m",NA,NA,0,0.55,NA,NA,"Biomass","Log","g","31","Total aboveground biomass without leaves","#NAME?","-1.614+2.415*log((C))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Individual",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Monthermé",NA,"France","FRA","Europe","Temperate oceanic forest","Cool temperate moist forest","Temperate broad-leaf forests","Temperate broadleaf and mixed forests",NA,49.89375,4.73093,"Fagaceae","Quercus","petraea",NA,NA,NA,NA,NA,"Bouchon et al.",1985,"Bouchon, J., Nys, C., Ranger, J. 1985. Cubage, biomasse et minéralomasse : comparaison de trois taillis simples des Ardennes Primaires. Acta Oecologica 6(20): 53-72","Veronique Monnier","INRA",NA,NA
"39",37029,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,2,30,NA,NA,"Biomass",NA,"kg",NA,"Whole tree (aboveground)","0+0*X+0.1148*(X^(2.1439))","Biomass=0+0*(DBH)+0.1148*((DBH)^(2.1439))",NA,6,0.991,NA,NA,NA,TRUE,1.01,NA,NA,"46","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Tree","Green River Watershed, northwestern New Brumswick",NA,"Canada","CAN","North America","Temperate continental forest","Boreal wet forest","Temperate needle-leaf forests / Woodlands","Boreal forest/taigas",NA,47.85,-68.3333,"Cupressaceae","Thuja","occidentalis",NA,NA,NA,NA,NA,"Ker and van Raalte",1981,"Ker; M;  van Raalte; G; 1981; Tree biomass equations for Abies balsamea and Picea glauca in northwestern New Brunswick; Canadian Journal of Forest Research; 11; 13-17;","Luca Birigazzi","UNREDD",NA,NA
