"","ID_AE","U","Unit_U","V","Unit_V","W","Unit_W","X","Unit_X","Z","Unit_Z","Min_X","Max_X","Min_Z","Max_Z","Output","Output_TR","Unit_Y","Age","Veg_Component","Equation","Substitute_equation","Top_dob","Stump_height","R2","R2_Adjusted","RMSE","SEE","Corrected_for_bias","Bias_correction","Ratio_equation","Segmented_equation","Sample_size","Population","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Vegetation_type","Tree_type","Location","Region","Country","Country_3166_3","Continent","Zone_FAO","Zone_Holdridge","Ecoregion_Udvardy","Ecoregion_WWF","Division_Bailey","Latitude","Longitude","Family","Genus","Species","Subspecies","Species_author","Species_local_name","Species_local_name_iso","Species_local_name_latin","Reference_author","Reference_year","Reference","Operator","Contributor","Remark","Contact"
"2078",59134,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg",NA,"Total aboveground biomass","5.64*((10^-2)*(X^2.47))","5.64*((10^-2)*(DBH^2.47))",NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,"30","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bukit Soeharto Education Forest, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,-0.8667,117.01667,"Euphorbiaceae","Macaranga","hypoleuca",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Toma, T., Diana, R., Hadriyanto, D. & Morikawa, Y. 2006. Biomass recovery of naturally regenerated vegetation after the 1998 forest fire in East Kalimantan, Indonesia. Japan Agricultural Research Quarterly: JARQ. 40(3): 277-282.",NA,"UNREDD",NA,NA
"2079",59135,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg",NA,"Total aboveground biomass","1.49*((10^-1)*(X^2.09))","1.49*((10^-1)*(DBH^2.09))",NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,"77","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bukit Soeharto Education Forest, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,-0.8667,117.01667,"Cannabaceae","Trema","orientalis",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Toma, T., Diana, R., Hadriyanto, D. & Morikawa, Y. 2006. Biomass recovery of naturally regenerated vegetation after the 1998 forest fire in East Kalimantan, Indonesia. Japan Agricultural Research Quarterly: JARQ. 40(3): 277-282.",NA,"UNREDD",NA,NA
"2080",59137,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg",NA,"Total aboveground biomass","1.49*((10^-1)*(X^2.09))","1.49*((10^-1)*(DBH^2.09))",NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,"77","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bukit Soeharto Education Forest, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,-0.8667,117.01667,"Melastomataceae","Melastoma","malabathricum",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Toma, T., Diana, R., Hadriyanto, D. & Morikawa, Y. 2006. Biomass recovery of naturally regenerated vegetation after the 1998 forest fire in East Kalimantan, Indonesia. Japan Agricultural Research Quarterly: JARQ. 40(3): 277-282.",NA,"UNREDD",NA,NA
"2081",59139,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass","sqrt","kg",NA,"Aboveground biomass","#NAME?","#NAME?",NA,NA,NA,NA,0.0521,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Fagaceae","Lithocarpus","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2082",59144,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.2902*(X)^2.3131","0.2902*(DBH)^2.3131",NA,NA,NA,NA,0.0316,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Anacardiaceae","Parishia","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2083",59149,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1.3,14.2,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.262+(1.934*X)","0.262+(1.934*DBH)",NA,NA,NA,0.992,NA,NA,NA,NA,NA,NA,"60","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Liana","Penang National Park",NA,"Malaysia","MYS","Asia",NA,NA,NA,NA,NA,5.45,100.2,"Fabaceae","Spatholobus","ferrugineus",NA,NA,NA,NA,NA,NA,NA,"Addo-Fordjour, P. & Rahmad, Z. 2013. Development of allometric equations for estimating above-ground liana biomass in tropical primary and secondary forests, Malaysia. International Journal of Ecology. 2013.",NA,"UNREDD",NA,NA
"2084",59154,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass","sqrt","kg",NA,"Aboveground biomass","#NAME?","#NAME?",NA,NA,NA,NA,0.0521,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Anacardiaceae","Bouea","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2085",59167,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","22","Aboveground biomass","0.09303*(X)^2.509","0.09303*(DBH)^2.509",NA,NA,0.966,NA,NA,NA,NA,NA,NA,NA,"5","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Mae Chang Plantation, Lamping",NA,"Thailand","THA","Asia",NA,NA,NA,NA,NA,18.306237,99.976992,"Lamiaceae","Tectona","grandis",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Chingchai, V., Kantinan, P., Sirirat, J., Sato, A., Nakayama, Y., Matsunami, C., Osumi, Y. & Morikawa, Y. 2005. Tree biomass and soil carbon in 17-and 22-year-old stands of teak (Tectona grandis Lf) in northern Thailand. Tropics. 14(4): 377-382.",NA,"UNREDD",NA,NA
"2086",59168,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","17","Total boimass","0.09979*(X)^2.538","0.09979*(DBH)^2.538",NA,NA,0.998,NA,NA,NA,NA,NA,NA,NA,"5","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Mae Chang Plantation, Lamping",NA,"Thailand","THA","Asia",NA,NA,NA,NA,NA,18.306237,99.976992,"Lamiaceae","Tectona","grandis",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Chingchai, V., Kantinan, P., Sirirat, J., Sato, A., Nakayama, Y., Matsunami, C., Osumi, Y. & Morikawa, Y. 2005. Tree biomass and soil carbon in 17-and 22-year-old stands of teak (Tectona grandis Lf) in northern Thailand. Tropics. 14(4): 377-382.",NA,"UNREDD",NA,NA
"2087",59170,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","17","Aboveground biomass","0.07798*(X)^2.544","0.07798*(DBH)^2.544",NA,NA,0.994,NA,NA,NA,NA,NA,NA,NA,"5","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Mae Chang Plantation, Lamping",NA,"Thailand","THA","Asia",NA,NA,NA,NA,NA,18.306237,99.976992,"Lamiaceae","Tectona","grandis",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Chingchai, V., Kantinan, P., Sirirat, J., Sato, A., Nakayama, Y., Matsunami, C., Osumi, Y. & Morikawa, Y. 2005. Tree biomass and soil carbon in 17-and 22-year-old stands of teak (Tectona grandis Lf) in northern Thailand. Tropics. 14(4): 377-382.",NA,"UNREDD",NA,NA
"2088",59178,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg","22","Total boimass","0.1225*(X)^2.479","0.1225*(DBH)^2.479",NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,"5","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,"Tree","Mae Chang Plantation, Lamping",NA,"Thailand","THA","Asia",NA,NA,NA,NA,NA,18.306237,99.976992,"Lamiaceae","Tectona","grandis",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Chingchai, V., Kantinan, P., Sirirat, J., Sato, A., Nakayama, Y., Matsunami, C., Osumi, Y. & Morikawa, Y. 2005. Tree biomass and soil carbon in 17-and 22-year-old stands of teak (Tectona grandis Lf) in northern Thailand. Tropics. 14(4): 377-382.",NA,"UNREDD",NA,NA
"2089",59248,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Dilleniaceae","Dillenia","pentagyna",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2090",59249,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Derris","indica",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2091",59253,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Euphorbiaceae","Croton","roxburghii",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2092",59254,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Hypericaceae","Cratoxylum","neriifolium",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2093",59255,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Cassia","fistula",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2094",59256,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Malvaceae","Bombax","insigne",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2095",59257,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Dalbergia","spp.",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2096",59258,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Dalbergia","ovata",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2097",59259,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Dalbergia","fusca",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2098",59260,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1,NA,NA,NA,"Biomass",NA,"kg",NA,"Total Aboveground Biomass","0.069*(X^2)^1.267","0.069*(DBH^2)^1.267",NA,NA,0.95,NA,NA,0.397,NA,NA,NA,NA,"160","Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bago Mountains",NA,"Myanmar","MMR","Asia",NA,NA,NA,NA,NA,18.875,95.875,"Fabaceae","Dalbergia","cultrata",NA,NA,NA,NA,NA,NA,NA,"Chan, N., Takeda, S., Suzuki, R. & Yamamoto, S. 2013. Establishment of allometric models and estimation of biomass recovery of swidden cultivation fallows in mixed deciduous forests of the Bago Mountains, Myanmar. Forest Ecology and Management., 304: 427-436.",NA,"UNREDD",NA,NA
"2099",59274,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","#NAME?","#NAME?",NA,NA,NA,NA,0.0451,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Anacardiaceae","Bouea","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2100",59299,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,10,106,NA,NA,"Biomass","log10","kg",NA,"Aboveground biomass","#NAME?","#NAME?",NA,NA,0.959,NA,0.109,NA,TRUE,1.031,NA,NA,NA,"Individual",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Himalayan Foothills: Bhutan",NA,"Bhutan","BTN","Asia",NA,NA,NA,NA,NA,26.916686,89.458289,"Undefined","Undefined","Undefined",NA,NA,NA,NA,NA,NA,NA,"Tashi, S., Keitel, C., Singh, B. & Adams, M. 2017. Allometric equations for biomass and carbon stocks of forests along an altitudinal gradient in the eastern Himalayas. Forestry: An International Journal of Forest Research. 90(3): 445-454.",NA,"UNREDD",NA,NA
"2101",59331,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,3.5,9.1,NA,NA,"Biomass","log","kg",NA,"Aboveground biomass","(2.60*log(X))-2.59","(2.60*log(DBH))-2.59",NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,"26","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Sebulu, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,-0.26667,116.98333,"Moraceae","Ficus","spp.",NA,NA,NA,NA,NA,NA,NA,"Hashimoto, T., Tange, T., Masumori, M., Yagi, H., Sasaki, S. & Kojima, K. 2004. Allometric equations for pioneer tree species and estimation of the aboveground biomass of a tropical secondary forest in East Kalimantan. Tropics. 14(1): 123-130.",NA,"UNREDD",NA,NA
"2102",59397,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1.3,14.2,NA,NA,"Biomass","^0.90","kg",NA,"Aboveground biomass","1.041+(1.354*X)","1.041+(1.354*DBH)",NA,NA,NA,0.993,NA,NA,NA,NA,NA,NA,"60","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Liana","Penang National Park",NA,"Malaysia","MYS","Asia",NA,NA,NA,NA,NA,5.45,100.2,"Loganiaceae","Strychnos","curtisii",NA,NA,NA,NA,NA,NA,NA,"Addo-Fordjour, P. & Rahmad, Z. 2013. Development of allometric equations for estimating above-ground liana biomass in tropical primary and secondary forests, Malaysia. International Journal of Ecology. 2013.",NA,"UNREDD",NA,NA
"2103",59398,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1.3,14.2,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.194+(0.405*X^2)","0.194+(0.405*DBH^2)",NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,"60","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Liana","Penang National Park",NA,"Malaysia","MYS","Asia",NA,NA,NA,NA,NA,5.45,100.2,"Loganiaceae","Strychnos","curtisii",NA,NA,NA,NA,NA,NA,NA,"Addo-Fordjour, P. & Rahmad, Z. 2013. Development of allometric equations for estimating above-ground liana biomass in tropical primary and secondary forests, Malaysia. International Journal of Ecology. 2013.",NA,"UNREDD",NA,NA
"2104",59399,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,1.3,14.2,NA,NA,"Biomass","Log10","kg",NA,"Aboveground biomass","0.490+(1.090*log10(X))","0.490+(1.090*log10(DBH))",NA,NA,NA,0.986,NA,NA,NA,NA,NA,NA,"60","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,"Liana","Penang National Park",NA,"Malaysia","MYS","Asia",NA,NA,NA,NA,NA,5.45,100.2,"Loganiaceae","Strychnos","curtisii",NA,NA,NA,NA,NA,NA,NA,"Addo-Fordjour, P. & Rahmad, Z. 2013. Development of allometric equations for estimating above-ground liana biomass in tropical primary and secondary forests, Malaysia. International Journal of Ecology. 2013.",NA,"UNREDD",NA,NA
"2105",59421,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,5,70,NA,NA,"Biomass",NA,"kg",NA,"Aboveground biomass","0.2902*(X)^2.3131","0.2902*(DBH)^2.3131",NA,NA,NA,NA,0.0316,NA,NA,NA,NA,NA,"40","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Hutan Labanan Sanggam Lestari, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,1.958346,117.124974,"Ixonanthaceae","Allantospermum","spp.",NA,NA,NA,NA,NA,NA,NA,"Samalca, I. 2007. Estimation of forest biomass and its error: A case in Kalimantan, Indonesia. MSc thesis. International Institute for Geo-information Science and Earth Observation, Enschede.",NA,"UNREDD",NA,NA
"2106",59451,NA,NA,NA,NA,NA,NA,"DBH","cm",NA,NA,NA,NA,NA,NA,"Biomass",NA,"kg",NA,"Total aboveground biomass","7.50*((10^-2)*(X^2.60))","7.50*((10^-2)*(DBH^2.60))",NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,"26","Individual",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Tree","Bukit Soeharto Education Forest, East Kalimantan",NA,"Indonesia","IDN","Asia",NA,NA,NA,NA,NA,-0.8667,117.01667,"Moraceae","Ficus","spp.",NA,NA,NA,NA,NA,NA,NA,"Hiratsuka, M., Toma, T., Diana, R., Hadriyanto, D. & Morikawa, Y. 2006. Biomass recovery of naturally regenerated vegetation after the 1998 forest fire in East Kalimantan, Indonesia. Japan Agricultural Research Quarterly: JARQ. 40(3): 277-282.",NA,"UNREDD",NA,NA
